pokedex_number,pokemon_name,next_evolution,pokemon_weight,pokemon_height,pokemon_type,pokemon_abilities
0278,Wingull,"##0278 - Wingull (https://pokemondb.net/pokedex/wingull), ##0279 - Pelipper (https://pokemondb.net/pokedex/pelipper)",9.5 kg,60.0 cm,Water,"Growl (https://pokemondb.net/move/growl), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Growl (https://pokemondb.net/move/growl), Psychic (https://pokemondb.net/type/psychic), Water Pulse (https://pokemondb.net/move/water-pulse)"
0274,Nuzleaf,"##0273 - Seedot (https://pokemondb.net/pokedex/seedot), ##0274 - Nuzleaf (https://pokemondb.net/pokedex/nuzleaf), ##0275 - Shiftry (https://pokemondb.net/pokedex/shiftry)",28.0 kg,100.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Grass (https://pokemondb.net/type/grass), Take Down (https://pokemondb.net/move/take-down), Absorb (https://pokemondb.net/move/absorb), Grass (https://pokemondb.net/type/grass), Psychic (https://pokemondb.net/type/psychic), Bullet Seed (https://pokemondb.net/move/bullet-seed)"
0273,Seedot,"##0273 - Seedot (https://pokemondb.net/pokedex/seedot), ##0274 - Nuzleaf (https://pokemondb.net/pokedex/nuzleaf), ##0275 - Shiftry (https://pokemondb.net/pokedex/shiftry)",4.0 kg,50.0 cm,Grass,"Harden (https://pokemondb.net/move/harden), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Harden (https://pokemondb.net/move/harden), Psychic (https://pokemondb.net/type/psychic), Bullet Seed (https://pokemondb.net/move/bullet-seed)"
0269,Dustox,"##0265 - Wurmple (https://pokemondb.net/pokedex/wurmple), ##0266 - Silcoon (https://pokemondb.net/pokedex/silcoon), ##0267 - Beautifly (https://pokemondb.net/pokedex/beautifly), ##0268 - Cascoon (https://pokemondb.net/pokedex/cascoon), ##0269 - Dustox (https://pokemondb.net/pokedex/dustox)",31.6 kg,120.0 cm,Bug,"Bug Bite (https://pokemondb.net/move/bug-bite), Flying (https://pokemondb.net/type/flying), Toxic (https://pokemondb.net/move/toxic), Confusion (https://pokemondb.net/move/confusion), Flying (https://pokemondb.net/type/flying)"
0268,Cascoon,"##0265 - Wurmple (https://pokemondb.net/pokedex/wurmple), ##0266 - Silcoon (https://pokemondb.net/pokedex/silcoon), ##0267 - Beautifly (https://pokemondb.net/pokedex/beautifly), ##0268 - Cascoon (https://pokemondb.net/pokedex/cascoon), ##0269 - Dustox (https://pokemondb.net/pokedex/dustox)",11.5 kg,70.0 cm,Bug,"Harden (https://pokemondb.net/move/harden), Normal (https://pokemondb.net/type/normal), Iron Defense (https://pokemondb.net/move/iron-defense)"
0270,Lotad,"##0270 - Lotad (https://pokemondb.net/pokedex/lotad), ##0271 - Lombre (https://pokemondb.net/pokedex/lombre), ##0272 - Ludicolo (https://pokemondb.net/pokedex/ludicolo)",2.6 kg,50.0 cm,Water,"Astonish (https://pokemondb.net/move/astonish), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Astonish (https://pokemondb.net/move/astonish), Fighting (https://pokemondb.net/type/fighting), Water Pulse (https://pokemondb.net/move/water-pulse)"
0284,Masquerain,"##0283 - Surskit (https://pokemondb.net/pokedex/surskit), ##0284 - Masquerain (https://pokemondb.net/pokedex/masquerain)",3.6 kg,80.0 cm,Bug,"Quick Attack (https://pokemondb.net/move/quick-attack), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down), Agility (https://pokemondb.net/move/agility), Water (https://pokemondb.net/type/water), Water Pulse (https://pokemondb.net/move/water-pulse)"
0272,Ludicolo,"##0270 - Lotad (https://pokemondb.net/pokedex/lotad), ##0271 - Lombre (https://pokemondb.net/pokedex/lombre), ##0272 - Ludicolo (https://pokemondb.net/pokedex/ludicolo)",55.0 kg,150.0 cm,Water,"Bubble Beam (https://pokemondb.net/move/bubble-beam), Grass (https://pokemondb.net/type/grass), Take Down (https://pokemondb.net/move/take-down), Absorb (https://pokemondb.net/move/absorb), Fighting (https://pokemondb.net/type/fighting), Focus Punch (https://pokemondb.net/move/focus-punch)"
0267,Beautifly,"##0265 - Wurmple (https://pokemondb.net/pokedex/wurmple), ##0266 - Silcoon (https://pokemondb.net/pokedex/silcoon), ##0267 - Beautifly (https://pokemondb.net/pokedex/beautifly), ##0268 - Cascoon (https://pokemondb.net/pokedex/cascoon), ##0269 - Dustox (https://pokemondb.net/pokedex/dustox)",28.4 kg,100.0 cm,Bug,"Bug Bite (https://pokemondb.net/move/bug-bite), Flying (https://pokemondb.net/type/flying), Sunny Day (https://pokemondb.net/move/sunny-day), Air Cutter (https://pokemondb.net/move/air-cutter), Flying (https://pokemondb.net/type/flying)"
0271,Lombre,"##0270 - Lotad (https://pokemondb.net/pokedex/lotad), ##0271 - Lombre (https://pokemondb.net/pokedex/lombre), ##0272 - Ludicolo (https://pokemondb.net/pokedex/ludicolo)",32.5 kg,120.0 cm,Water,"Absorb (https://pokemondb.net/move/absorb), Take Down (https://pokemondb.net/move/take-down), Absorb (https://pokemondb.net/move/absorb), Fighting (https://pokemondb.net/type/fighting), Water Pulse (https://pokemondb.net/move/water-pulse)"
0266,Silcoon,"##0265 - Wurmple (https://pokemondb.net/pokedex/wurmple), ##0266 - Silcoon (https://pokemondb.net/pokedex/silcoon), ##0267 - Beautifly (https://pokemondb.net/pokedex/beautifly), ##0268 - Cascoon (https://pokemondb.net/pokedex/cascoon), ##0269 - Dustox (https://pokemondb.net/pokedex/dustox)",10.0 kg,60.0 cm,Bug,"Harden (https://pokemondb.net/move/harden), Normal (https://pokemondb.net/type/normal), Iron Defense (https://pokemondb.net/move/iron-defense)"
0265,Wurmple,"##0265 - Wurmple (https://pokemondb.net/pokedex/wurmple), ##0266 - Silcoon (https://pokemondb.net/pokedex/silcoon), ##0267 - Beautifly (https://pokemondb.net/pokedex/beautifly), ##0268 - Cascoon (https://pokemondb.net/pokedex/cascoon), ##0269 - Dustox (https://pokemondb.net/pokedex/dustox)",3.6 kg,30.0 cm,Bug,"String Shot (https://pokemondb.net/move/string-shot), Poison Sting (https://pokemondb.net/move/poison-sting)"
0264,Linoone,"##0263 - Zigzagoon (https://pokemondb.net/pokedex/zigzagoon), ##0264 - Linoone (https://pokemondb.net/pokedex/linoone), ##0263 - Zigzagoon (https://pokemondb.net/pokedex/zigzagoon), ##0264 - Linoone (https://pokemondb.net/pokedex/linoone), ##0862 - Obstagoon (https://pokemondb.net/pokedex/obstagoon)",32.5 kg,50.0 cm,Normal,"Baby-Doll Eyes (https://pokemondb.net/move/baby-doll-eyes), Normal (https://pokemondb.net/type/normal), Fairy (https://pokemondb.net/type/fairy), Water Pulse (https://pokemondb.net/move/water-pulse), Baby-Doll Eyes (https://pokemondb.net/move/baby-doll-eyes), Baby-Doll Eyes (https://pokemondb.net/move/baby-doll-eyes), Normal (https://pokemondb.net/type/normal), Dark (https://pokemondb.net/type/dark), Normal (https://pokemondb.net/type/normal), Dark (https://pokemondb.net/type/dark), Dark (https://pokemondb.net/type/dark), Pin Missile (https://pokemondb.net/move/pin-missile), Pin Missile (https://pokemondb.net/move/pin-missile), Body Slam (https://pokemondb.net/move/body-slam), Body Slam (https://pokemondb.net/move/body-slam)"
0263,Zigzagoon,"##0263 - Zigzagoon (https://pokemondb.net/pokedex/zigzagoon), ##0264 - Linoone (https://pokemondb.net/pokedex/linoone), ##0263 - Zigzagoon (https://pokemondb.net/pokedex/zigzagoon), ##0264 - Linoone (https://pokemondb.net/pokedex/linoone), ##0862 - Obstagoon (https://pokemondb.net/pokedex/obstagoon)",17.5 kg,40.0 cm,Normal,"Growl (https://pokemondb.net/move/growl), Fairy (https://pokemondb.net/type/fairy), Water Pulse (https://pokemondb.net/move/water-pulse), Growl (https://pokemondb.net/move/growl), Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Dark (https://pokemondb.net/type/dark), Dark (https://pokemondb.net/type/dark), Pin Missile (https://pokemondb.net/move/pin-missile), Pin Missile (https://pokemondb.net/move/pin-missile), Body Slam (https://pokemondb.net/move/body-slam), Body Slam (https://pokemondb.net/move/body-slam)"
0262,Mightyena,"##0261 - Poochyena (https://pokemondb.net/pokedex/poochyena), ##0262 - Mightyena (https://pokemondb.net/pokedex/mightyena)",37.0 kg,100.0 cm,Dark,"Bite (https://pokemondb.net/move/bite), Dark (https://pokemondb.net/type/dark), Take Down (https://pokemondb.net/move/take-down), Bite (https://pokemondb.net/move/bite), Dark (https://pokemondb.net/type/dark), Ghost (https://pokemondb.net/type/ghost), Roar (https://pokemondb.net/move/roar)"
0261,Poochyena,"##0261 - Poochyena (https://pokemondb.net/pokedex/poochyena), ##0262 - Mightyena (https://pokemondb.net/pokedex/mightyena)",13.6 kg,50.0 cm,Dark,"Tackle (https://pokemondb.net/move/tackle), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Ghost (https://pokemondb.net/type/ghost), Roar (https://pokemondb.net/move/roar)"
0260,Swampert,"##0258 - Mudkip (https://pokemondb.net/pokedex/mudkip), ##0259 - Marshtomp (https://pokemondb.net/pokedex/marshtomp), ##0260 - Swampert (https://pokemondb.net/pokedex/swampert)",81.9 kg,150.0 cm,Water,"Growl (https://pokemondb.net/move/growl), Ground (https://pokemondb.net/type/ground), Take Down (https://pokemondb.net/move/take-down), Earthquake (https://pokemondb.net/move/earthquake), Rock (https://pokemondb.net/type/rock), Water (https://pokemondb.net/type/water), Focus Punch (https://pokemondb.net/move/focus-punch)"
0252,Treecko,"##0252 - Treecko (https://pokemondb.net/pokedex/treecko), ##0253 - Grovyle (https://pokemondb.net/pokedex/grovyle), ##0254 - Sceptile (https://pokemondb.net/pokedex/sceptile)",5.0 kg,50.0 cm,Grass,"Leer (https://pokemondb.net/move/leer), Grass (https://pokemondb.net/type/grass), Take Down (https://pokemondb.net/move/take-down), Leer (https://pokemondb.net/move/leer), Grass (https://pokemondb.net/type/grass), Focus Punch (https://pokemondb.net/move/focus-punch)"
0256,Combusken,"##0255 - Torchic (https://pokemondb.net/pokedex/torchic), ##0256 - Combusken (https://pokemondb.net/pokedex/combusken), ##0257 - Blaziken (https://pokemondb.net/pokedex/blaziken)",19.5 kg,90.0 cm,Fire,"Ember (https://pokemondb.net/move/ember), Fighting (https://pokemondb.net/type/fighting), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Double Kick (https://pokemondb.net/move/double-kick), Fighting (https://pokemondb.net/type/fighting), Psychic (https://pokemondb.net/type/psychic), Focus Punch (https://pokemondb.net/move/focus-punch)"
0257,Blaziken,"##0255 - Torchic (https://pokemondb.net/pokedex/torchic), ##0256 - Combusken (https://pokemondb.net/pokedex/combusken), ##0257 - Blaziken (https://pokemondb.net/pokedex/blaziken)",52.0 kg,190.0 cm,Fire,"Double Kick (https://pokemondb.net/move/double-kick), Fire (https://pokemondb.net/type/fire), Fire (https://pokemondb.net/type/fire), Take Down (https://pokemondb.net/move/take-down), Brave Bird (https://pokemondb.net/move/brave-bird), Psychic (https://pokemondb.net/type/psychic), Fire (https://pokemondb.net/type/fire), Focus Punch (https://pokemondb.net/move/focus-punch)"
0254,Sceptile,"##0252 - Treecko (https://pokemondb.net/pokedex/treecko), ##0253 - Grovyle (https://pokemondb.net/pokedex/grovyle), ##0254 - Sceptile (https://pokemondb.net/pokedex/sceptile)",52.2 kg,170.0 cm,Grass,"Leafage (https://pokemondb.net/move/leafage), Grass (https://pokemondb.net/type/grass), Grass (https://pokemondb.net/type/grass), Take Down (https://pokemondb.net/move/take-down), Dual Chop (https://pokemondb.net/move/dual-chop), Dragon (https://pokemondb.net/type/dragon), Grass (https://pokemondb.net/type/grass), Grass (https://pokemondb.net/type/grass), Focus Punch (https://pokemondb.net/move/focus-punch)"
0255,Torchic,"##0255 - Torchic (https://pokemondb.net/pokedex/torchic), ##0256 - Combusken (https://pokemondb.net/pokedex/combusken), ##0257 - Blaziken (https://pokemondb.net/pokedex/blaziken)",2.5 kg,40.0 cm,Fire,"Growl (https://pokemondb.net/move/growl), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Growl (https://pokemondb.net/move/growl), Psychic (https://pokemondb.net/type/psychic), Work Up (https://pokemondb.net/move/work-up)"
0248,Tyranitar,"##0246 - Larvitar (https://pokemondb.net/pokedex/larvitar), ##0247 - Pupitar (https://pokemondb.net/pokedex/pupitar), ##0248 - Tyranitar (https://pokemondb.net/pokedex/tyranitar)",202.0 kg,200.0 cm,Rock,"Dark Pulse (https://pokemondb.net/move/dark-pulse), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down), Fire Fang (https://pokemondb.net/move/fire-fang), Rock (https://pokemondb.net/type/rock), Focus Punch (https://pokemondb.net/move/focus-punch)"
0249,Lugia,,216.0 kg,520.0 cm,Psychic,"Ancient Power (https://pokemondb.net/move/ancient-power), Dragon (https://pokemondb.net/type/dragon), Take Down (https://pokemondb.net/move/take-down), Ancient Power (https://pokemondb.net/move/ancient-power), Water Pulse (https://pokemondb.net/move/water-pulse)"
0247,Pupitar,"##0246 - Larvitar (https://pokemondb.net/pokedex/larvitar), ##0247 - Pupitar (https://pokemondb.net/pokedex/pupitar), ##0248 - Tyranitar (https://pokemondb.net/pokedex/tyranitar)",152.0 kg,120.0 cm,Rock,"Leer (https://pokemondb.net/move/leer), Steel (https://pokemondb.net/type/steel), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down), Iron Defense (https://pokemondb.net/move/iron-defense), Steel (https://pokemondb.net/type/steel), Rock (https://pokemondb.net/type/rock), Sunny Day (https://pokemondb.net/move/sunny-day)"
0250,Ho-oh,,199.0 kg,380.0 cm,Fire,"Ancient Power (https://pokemondb.net/move/ancient-power), Take Down (https://pokemondb.net/move/take-down), Ancient Power (https://pokemondb.net/move/ancient-power), Calm Mind (https://pokemondb.net/move/calm-mind)"
0246,Larvitar,"##0246 - Larvitar (https://pokemondb.net/pokedex/larvitar), ##0247 - Pupitar (https://pokemondb.net/pokedex/pupitar), ##0248 - Tyranitar (https://pokemondb.net/pokedex/tyranitar)",72.0 kg,60.0 cm,Rock,"Leer (https://pokemondb.net/move/leer), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down), Leer (https://pokemondb.net/move/leer), Rock (https://pokemondb.net/type/rock), Sunny Day (https://pokemondb.net/move/sunny-day)"
0253,Grovyle,"##0252 - Treecko (https://pokemondb.net/pokedex/treecko), ##0253 - Grovyle (https://pokemondb.net/pokedex/grovyle), ##0254 - Sceptile (https://pokemondb.net/pokedex/sceptile)",21.6 kg,90.0 cm,Grass,"Leafage (https://pokemondb.net/move/leafage), Grass (https://pokemondb.net/type/grass), Take Down (https://pokemondb.net/move/take-down), Energy Ball (https://pokemondb.net/move/energy-ball), Grass (https://pokemondb.net/type/grass), Focus Punch (https://pokemondb.net/move/focus-punch)"
0245,Suicune,,187.0 kg,200.0 cm,Water,"Gust (https://pokemondb.net/move/gust), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Extreme Speed (https://pokemondb.net/move/extreme-speed), Water Pulse (https://pokemondb.net/move/water-pulse)"
0244,Entei,,198.0 kg,210.0 cm,Fire,"Ember (https://pokemondb.net/move/ember), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Calm Mind (https://pokemondb.net/move/calm-mind)"
0243,Raikou,,178.0 kg,190.0 cm,Electric,"Charge (https://pokemondb.net/move/charge), Take Down (https://pokemondb.net/move/take-down), Charge (https://pokemondb.net/move/charge), Calm Mind (https://pokemondb.net/move/calm-mind)"
0242,Blissey,"##0440 - Happiny (https://pokemondb.net/pokedex/happiny), ##0113 - Chansey (https://pokemondb.net/pokedex/chansey), ##0242 - Blissey (https://pokemondb.net/pokedex/blissey)",46.8 kg,150.0 cm,Normal,"Charm (https://pokemondb.net/move/charm), Psychic (https://pokemondb.net/type/psychic), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Fairy (https://pokemondb.net/type/fairy)"
0239,Elekid,"##0239 - Elekid (https://pokemondb.net/pokedex/elekid), ##0125 - Electabuzz (https://pokemondb.net/pokedex/electabuzz), ##0466 - Electivire (https://pokemondb.net/pokedex/electivire)",23.5 kg,60.0 cm,Electric,"Leer (https://pokemondb.net/move/leer), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Thunder Shock (https://pokemondb.net/move/thunder-shock), Electric (https://pokemondb.net/type/electric)"
0238,Smoochum,"##0238 - Smoochum (https://pokemondb.net/pokedex/smoochum), ##0124 - Jynx (https://pokemondb.net/pokedex/jynx)",6.0 kg,40.0 cm,Ice,"Lick (https://pokemondb.net/move/lick), Normal (https://pokemondb.net/type/normal), Water Pulse (https://pokemondb.net/move/water-pulse), Lick (https://pokemondb.net/move/lick), Normal (https://pokemondb.net/type/normal), Mega Punch (https://pokemondb.net/move/mega-punch), Body Slam (https://pokemondb.net/move/body-slam)"
0241,Miltank,,75.5 kg,120.0 cm,Normal,"Growl (https://pokemondb.net/move/growl), Poison (https://pokemondb.net/type/poison), Focus Punch (https://pokemondb.net/move/focus-punch), Growl (https://pokemondb.net/move/growl), Poison (https://pokemondb.net/type/poison), Steel (https://pokemondb.net/type/steel), Mega Punch (https://pokemondb.net/move/mega-punch), Body Slam (https://pokemondb.net/move/body-slam)"
0237,Hitmontop,"##0236 - Tyrogue (https://pokemondb.net/pokedex/tyrogue), ##0106 - Hitmonlee (https://pokemondb.net/pokedex/hitmonlee), ##0107 - Hitmonchan (https://pokemondb.net/pokedex/hitmonchan), ##0237 - Hitmontop (https://pokemondb.net/pokedex/hitmontop)",48.0 kg,140.0 cm,Fighting,"Fake Out (https://pokemondb.net/move/fake-out), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Fake Out (https://pokemondb.net/move/fake-out), Fighting (https://pokemondb.net/type/fighting), Steel (https://pokemondb.net/type/steel), Bulk Up (https://pokemondb.net/move/bulk-up)"
0236,Tyrogue,"##0236 - Tyrogue (https://pokemondb.net/pokedex/tyrogue), ##0106 - Hitmonlee (https://pokemondb.net/pokedex/hitmonlee), ##0107 - Hitmonchan (https://pokemondb.net/pokedex/hitmonchan), ##0237 - Hitmontop (https://pokemondb.net/pokedex/hitmontop)",21.0 kg,70.0 cm,Fighting,"Fake Out (https://pokemondb.net/move/fake-out), Steel (https://pokemondb.net/type/steel), Take Down (https://pokemondb.net/move/take-down), Fake Out (https://pokemondb.net/move/fake-out), Steel (https://pokemondb.net/type/steel), Bulk Up (https://pokemondb.net/move/bulk-up)"
0235,Smeargle,,58.0 kg,120.0 cm,Normal,"Sketch (https://pokemondb.net/move/sketch), Sketch (https://pokemondb.net/move/sketch)"
0234,Stantler,"##0234 - Stantler (https://pokemondb.net/pokedex/stantler), ##0899 - Wyrdeer (https://pokemondb.net/pokedex/wyrdeer)",71.2 kg,140.0 cm,Normal,"Tackle (https://pokemondb.net/move/tackle), Dark (https://pokemondb.net/type/dark), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Ground (https://pokemondb.net/type/ground)"
0233,Porygon2,"##0137 - Porygon (https://pokemondb.net/pokedex/porygon), ##0233 - Porygon2 (https://pokemondb.net/pokedex/porygon2), ##0474 - Porygon-Z (https://pokemondb.net/pokedex/porygon-z)",32.5 kg,60.0 cm,Normal,"Conversion (https://pokemondb.net/move/conversion), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Flying (https://pokemondb.net/type/flying)"
0232,Donphan,"##0231 - Phanpy (https://pokemondb.net/pokedex/phanpy), ##0232 - Donphan (https://pokemondb.net/pokedex/donphan)",120.0 kg,110.00000000000001 cm,Ground,"Bulldoze (https://pokemondb.net/move/bulldoze), Normal (https://pokemondb.net/type/normal), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down), Bulldoze (https://pokemondb.net/move/bulldoze), Normal (https://pokemondb.net/type/normal), Rock (https://pokemondb.net/type/rock), Roar (https://pokemondb.net/move/roar)"
0259,Marshtomp,"##0258 - Mudkip (https://pokemondb.net/pokedex/mudkip), ##0259 - Marshtomp (https://pokemondb.net/pokedex/marshtomp), ##0260 - Swampert (https://pokemondb.net/pokedex/swampert)",28.0 kg,70.0 cm,Water,"Growl (https://pokemondb.net/move/growl), Ground (https://pokemondb.net/type/ground), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Earthquake (https://pokemondb.net/move/earthquake), Ground (https://pokemondb.net/type/ground), Rock (https://pokemondb.net/type/rock), Water Pulse (https://pokemondb.net/move/water-pulse)"
0231,Phanpy,"##0231 - Phanpy (https://pokemondb.net/pokedex/phanpy), ##0232 - Donphan (https://pokemondb.net/pokedex/donphan)",33.5 kg,50.0 cm,Ground,"Defense Curl (https://pokemondb.net/move/defense-curl), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down), Defense Curl (https://pokemondb.net/move/defense-curl), Rock (https://pokemondb.net/type/rock), Roar (https://pokemondb.net/move/roar)"
0251,Celebi,,5.0 kg,60.0 cm,Psychic,"Confusion (https://pokemondb.net/move/confusion), Water Pulse (https://pokemondb.net/move/water-pulse), Confusion (https://pokemondb.net/move/confusion), Flying (https://pokemondb.net/type/flying), Hyper Beam (https://pokemondb.net/move/hyper-beam), Swords Dance (https://pokemondb.net/move/swords-dance)"
0230,Kingdra,"##0116 - Horsea (https://pokemondb.net/pokedex/horsea), ##0117 - Seadra (https://pokemondb.net/pokedex/seadra), ##0230 - Kingdra (https://pokemondb.net/pokedex/kingdra)",152.0 kg,180.0 cm,Water,"Leer (https://pokemondb.net/move/leer), Take Down (https://pokemondb.net/move/take-down), Leer (https://pokemondb.net/move/leer), Ice (https://pokemondb.net/type/ice), Dragon (https://pokemondb.net/type/dragon), Water Pulse (https://pokemondb.net/move/water-pulse)"
0229,Houndoom,"##0228 - Houndour (https://pokemondb.net/pokedex/houndour), ##0229 - Houndoom (https://pokemondb.net/pokedex/houndoom)",35.0 kg,140.0 cm,Dark,"Ember (https://pokemondb.net/move/ember), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Dark (https://pokemondb.net/type/dark), Roar (https://pokemondb.net/move/roar)"
0228,Houndour,"##0228 - Houndour (https://pokemondb.net/pokedex/houndour), ##0229 - Houndoom (https://pokemondb.net/pokedex/houndoom)",10.8 kg,60.0 cm,Dark,"Ember (https://pokemondb.net/move/ember), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Dark (https://pokemondb.net/type/dark), Roar (https://pokemondb.net/move/roar)"
0227,Skarmory,,50.5 kg,170.0 cm,Steel,"Leer (https://pokemondb.net/move/leer), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Leer (https://pokemondb.net/move/leer), Flying (https://pokemondb.net/type/flying), Roar (https://pokemondb.net/move/roar)"
0240,Magby,"##0240 - Magby (https://pokemondb.net/pokedex/magby), ##0126 - Magmar (https://pokemondb.net/pokedex/magmar), ##0467 - Magmortar (https://pokemondb.net/pokedex/magmortar)",21.4 kg,70.0 cm,Fire,"Leer (https://pokemondb.net/move/leer), Poison (https://pokemondb.net/type/poison), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Fire (https://pokemondb.net/type/fire)"
0226,Mantine,"##0458 - Mantyke (https://pokemondb.net/pokedex/mantyke), ##0226 - Mantine (https://pokemondb.net/pokedex/mantine)",220.0 kg,210.0 cm,Water,"Bullet Seed (https://pokemondb.net/move/bullet-seed), Psychic (https://pokemondb.net/type/psychic), Water Pulse (https://pokemondb.net/move/water-pulse), Tackle (https://pokemondb.net/move/tackle), Flying (https://pokemondb.net/type/flying)"
0225,Delibird,,16.0 kg,90.0 cm,Ice,"Present (https://pokemondb.net/move/present), Ice (https://pokemondb.net/type/ice), Take Down (https://pokemondb.net/move/take-down), Present (https://pokemondb.net/move/present), Ice (https://pokemondb.net/type/ice), Focus Punch (https://pokemondb.net/move/focus-punch)"
0223,Remoraid,"##0223 - Remoraid (https://pokemondb.net/pokedex/remoraid), ##0224 - Octillery (https://pokemondb.net/pokedex/octillery)",12.0 kg,60.0 cm,Water,"Helping Hand (https://pokemondb.net/move/helping-hand), Poison (https://pokemondb.net/type/poison), Water Pulse (https://pokemondb.net/move/water-pulse), Bubble (https://pokemondb.net/move/bubble), Electric (https://pokemondb.net/type/electric)"
0222,Corsola,"##0222 - Corsola (https://pokemondb.net/pokedex/corsola), ##0864 - Cursola (https://pokemondb.net/pokedex/cursola)",5.0 kg,60.0 cm,Water,"Harden (https://pokemondb.net/move/harden), Psychic (https://pokemondb.net/type/psychic), Water Pulse (https://pokemondb.net/move/water-pulse), Harden (https://pokemondb.net/move/harden), Harden (https://pokemondb.net/move/harden), Ghost (https://pokemondb.net/type/ghost), Ghost (https://pokemondb.net/type/ghost), Rock (https://pokemondb.net/type/rock), Dig (https://pokemondb.net/move/dig), Dig (https://pokemondb.net/move/dig), Body Slam (https://pokemondb.net/move/body-slam)"
0221,Piloswine,"##0220 - Swinub (https://pokemondb.net/pokedex/swinub), ##0221 - Piloswine (https://pokemondb.net/pokedex/piloswine), ##0473 - Mamoswine (https://pokemondb.net/pokedex/mamoswine)",55.8 kg,110.00000000000001 cm,Ice,"Ancient Power (https://pokemondb.net/move/ancient-power), Ice (https://pokemondb.net/type/ice), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Fairy (https://pokemondb.net/type/fairy)"
0220,Swinub,"##0220 - Swinub (https://pokemondb.net/pokedex/swinub), ##0221 - Piloswine (https://pokemondb.net/pokedex/piloswine), ##0473 - Mamoswine (https://pokemondb.net/pokedex/mamoswine)",6.5 kg,40.0 cm,Ice,"Mud-Slap (https://pokemondb.net/move/mud-slap), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Fairy (https://pokemondb.net/type/fairy)"
0217,Ursaring,"##0216 - Teddiursa (https://pokemondb.net/pokedex/teddiursa), ##0217 - Ursaring (https://pokemondb.net/pokedex/ursaring), ##0901 - Ursaluna (https://pokemondb.net/pokedex/ursaluna)",125.8 kg,180.0 cm,Normal,"Covet (https://pokemondb.net/move/covet), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Flying (https://pokemondb.net/type/flying)"
0224,Octillery,"##0223 - Remoraid (https://pokemondb.net/pokedex/remoraid), ##0224 - Octillery (https://pokemondb.net/pokedex/octillery)",28.5 kg,90.0 cm,Water,"Focus Energy (https://pokemondb.net/move/focus-energy), Water (https://pokemondb.net/type/water), Poison (https://pokemondb.net/type/poison), Water Pulse (https://pokemondb.net/move/water-pulse), Octazooka (https://pokemondb.net/move/octazooka), Electric (https://pokemondb.net/type/electric)"
0216,Teddiursa,"##0216 - Teddiursa (https://pokemondb.net/pokedex/teddiursa), ##0217 - Ursaring (https://pokemondb.net/pokedex/ursaring), ##0901 - Ursaluna (https://pokemondb.net/pokedex/ursaluna)",8.8 kg,60.0 cm,Normal,"Baby-Doll Eyes (https://pokemondb.net/move/baby-doll-eyes), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Tackle (https://pokemondb.net/move/tackle), Flying (https://pokemondb.net/type/flying)"
